-7.903070456267100496e+01,-1.503329132135931445e+00,-1.000000000000000000e+00
-5.767379704649906103e+01,-6.092250890889088311e+01,1.000000000000000000e+00
1.577550172978050114e+00,2.205819010180547934e+00,1.000000000000000000e+00
-8.864111581125884243e+01,-8.542163708529119504e+01,1.000000000000000000e+00
-2.715488629668702458e+01,9.735325546693584897e+01,-1.000000000000000000e+00
8.340923863151070350e+01,-1.592868873030089105e+01,1.000000000000000000e+00
-2.419050607342256853e-01,8.882915813813042405e+00,-1.000000000000000000e+00
-5.933974221043956021e+01,4.135265953349346546e+00,-1.000000000000000000e+00
-7.469791072441931590e+01,8.992173057192010788e+01,-1.000000000000000000e+00
-5.643377324976535192e+01,2.427024638842598847e+01,-1.000000000000000000e+00
-3.385684854621939621e+01,9.679219400813380503e+00,-1.000000000000000000e+00
5.441990988447844302e+01,5.043690731332642940e+01,-1.000000000000000000e+00
1.724908657483001662e+01,-8.692176557231064749e+00,1.000000000000000000e+00
3.949026061680598332e+01,-4.041013248902964961e+01,1.000000000000000000e+00
-6.687400566474026675e+01,1.969236358660732833e+01,-1.000000000000000000e+00
2.641542915517247536e+01,-1.887160558949767619e+01,1.000000000000000000e+00
-3.310636264814729657e+01,7.900315152415512898e+01,-1.000000000000000000e+00
-9.336661446562344224e+01,5.236857037345242816e+01,-1.000000000000000000e+00
3.687312257044476382e+01,-4.805049302758421703e+01,1.000000000000000000e+00
4.102926595280644051e+01,5.897302384899845151e+00,1.000000000000000000e+00
3.104696050988877687e-01,-6.105662037444024293e+01,1.000000000000000000e+00
-3.911529624259124915e+01,8.504522954963925940e+01,-1.000000000000000000e+00
1.161653710566727682e+01,2.478351729686131932e+01,-1.000000000000000000e+00
1.918615897972742346e+01,-2.822975771899459119e+01,1.000000000000000000e+00
-3.364498081761979620e-01,6.555471656120425905e+01,-1.000000000000000000e+00
-4.745203273519449283e+01,5.603298125997972079e+01,-1.000000000000000000e+00
1.604822556774685438e+01,-4.226291744228658587e+01,1.000000000000000000e+00
-6.814099980762748032e+01,-6.972695026940442631e+00,-1.000000000000000000e+00
3.829176823461543222e+01,1.040702939045105779e+01,1.000000000000000000e+00
6.038105256655245512e+01,7.888818982529053869e+01,-1.000000000000000000e+00
-2.584795245483762471e+01,-9.025641322054553939e+01,1.000000000000000000e+00
-5.402297673275353418e+01,-1.325814602555752231e+01,-1.000000000000000000e+00
-5.178082095487599190e+01,7.888280405285587449e+01,-1.000000000000000000e+00
3.295066905141476354e+01,-9.173936651138383525e+01,1.000000000000000000e+00
6.894909615452621665e+01,-9.452946407494533787e+01,1.000000000000000000e+00
9.195954368800104817e+01,8.048108112079327725e+01,-1.000000000000000000e+00
1.003257552870553582e+01,-4.597972046398748347e+01,1.000000000000000000e+00
-5.632560878902081924e+01,-5.666945936809273121e+01,1.000000000000000000e+00
1.506664917477991139e+01,9.243090188592921663e+01,-1.000000000000000000e+00
8.727228561065808776e+01,5.632203579129807736e+01,-1.000000000000000000e+00
2.118090801985452742e+01,-3.828945038730142869e+01,1.000000000000000000e+00
2.060283059149810470e+01,9.420388114491260012e+01,-1.000000000000000000e+00
4.488454291376234551e+01,1.907653589451034293e+01,1.000000000000000000e+00
-3.395296196851337811e+01,-8.194199246279396220e+01,1.000000000000000000e+00
-7.060712592468038906e+01,-2.135545590035189889e+01,-1.000000000000000000e+00
-7.726891188017890499e+01,-2.701118731347904145e+00,-1.000000000000000000e+00
8.550649554502734873e+01,9.819418600846637446e+01,-1.000000000000000000e+00
9.174584205409809101e+01,8.108231537686802426e+01,-1.000000000000000000e+00
7.883443129155955376e+01,-3.764996201318551527e+01,1.000000000000000000e+00
-2.132131971621764421e+01,-4.568222368206959771e+01,1.000000000000000000e+00
-4.102914426466366393e+01,6.802279684665577975e+00,-1.000000000000000000e+00
7.740712100726364042e+01,9.772466832822038896e+01,-1.000000000000000000e+00
-1.399670158033912060e+01,8.420934027424402757e+01,-1.000000000000000000e+00
-8.269826531733951924e+01,4.157080893593962401e+01,-1.000000000000000000e+00
4.868371848633051968e+01,6.933860503960480060e+01,-1.000000000000000000e+00
7.265593759287341413e+01,3.116223398853782101e+01,1.000000000000000000e+00
-2.804312649953418202e+01,-5.396356711554517460e-01,-1.000000000000000000e+00
-4.107079282094134953e+01,6.402143943462888842e+01,-1.000000000000000000e+00
-9.513929610729053366e+01,4.034785357879476919e+01,-1.000000000000000000e+00
-9.859783521954985019e+01,-9.652205704663683150e+01,1.000000000000000000e+00
6.824932474587996012e+00,7.184205242157210591e+01,-1.000000000000000000e+00
9.554491231364636405e+01,1.966813244010099027e+01,1.000000000000000000e+00
9.329001401241720259e+01,-4.797949741993718931e+01,1.000000000000000000e+00
-8.288533980378400656e+01,-4.816161451245442038e+01,1.000000000000000000e+00
-6.935639548006449218e+01,9.096514615538424664e+01,-1.000000000000000000e+00
7.280099408748961309e+01,-9.375747125938818272e+01,1.000000000000000000e+00
-3.492313256137981625e+01,-2.980193445656176721e+01,1.000000000000000000e+00
-1.402066381197710143e+01,-7.101591015592822487e+01,1.000000000000000000e+00
-1.641527798483247125e+01,1.690525322613123649e+01,-1.000000000000000000e+00
3.541955119363035465e+01,-1.512685196255216624e+01,1.000000000000000000e+00
4.129659089356937329e+01,-5.375187259046458621e+01,1.000000000000000000e+00
-8.644497972082353954e+01,9.699031240306200630e+01,-1.000000000000000000e+00
-7.153637465792755279e+00,-6.489555528588488187e+01,1.000000000000000000e+00
9.599426212191002605e+01,-7.033760909569835462e+00,1.000000000000000000e+00
-8.931187018287565138e+01,2.054873682715243888e+01,-1.000000000000000000e+00
-5.971865729685530511e+01,-4.646780273778006176e+00,-1.000000000000000000e+00
-1.034377633290158371e+01,1.468450065679702732e+01,-1.000000000000000000e+00
-7.687710646399656866e+01,5.775108468643270498e+01,-1.000000000000000000e+00
3.018425038386754977e+01,9.460491956722805185e+01,-1.000000000000000000e+00
-4.452535210323603110e+00,-2.283592335840651799e+01,1.000000000000000000e+00
6.877701491300342695e+00,-7.433219539002968190e+01,1.000000000000000000e+00
3.813215172453419655e+01,1.511967842046939836e+01,1.000000000000000000e+00
-6.368779911670696947e+01,4.906918924129550419e+01,-1.000000000000000000e+00
2.512065123652492105e+01,-9.505456502908342031e+01,1.000000000000000000e+00
-6.274919794173392518e+01,-9.339883626497338298e+01,1.000000000000000000e+00
5.793333766155143394e+00,-5.502861472658124598e+01,1.000000000000000000e+00
-5.699692072946984922e+01,4.648476853037493584e+00,-1.000000000000000000e+00
5.282282406113557727e+01,-9.973020332782142816e+01,1.000000000000000000e+00
7.643079650550740212e+01,2.312667840016140985e+01,1.000000000000000000e+00
-7.124543546849864128e+01,6.074967308871779892e+01,-1.000000000000000000e+00
4.472281723762981187e+01,2.487194611927790788e+00,1.000000000000000000e+00
-3.774177391068634080e+01,-3.155321936937669136e+01,1.000000000000000000e+00
5.750334811569535987e+01,7.237384705750977787e+01,-1.000000000000000000e+00
-7.866818333212670211e+01,5.489574746887868173e+01,-1.000000000000000000e+00
9.392002372018299639e+01,1.460501193910647544e+01,1.000000000000000000e+00
-4.482306718686650271e+01,-4.909984015050197570e+01,1.000000000000000000e+00
-4.693390315258221079e+01,-2.389661692736396503e+00,-1.000000000000000000e+00
6.812696076959500147e+01,-4.914707230791493231e+01,1.000000000000000000e+00
3.131585917384524009e+01,7.292207551576709079e+00,1.000000000000000000e+00
-2.635645938186483761e+01,-5.769580559837421418e+01,1.000000000000000000e+00
-2.157052196702389324e+01,9.099715392210535470e+01,-1.000000000000000000e+00
-3.488430191619522702e+01,-8.320847455641666102e+01,1.000000000000000000e+00
2.681906184137454829e+01,9.227166364138642507e+01,-1.000000000000000000e+00
9.623174208293912102e+01,1.683979029146749440e+01,1.000000000000000000e+00
-4.275010808289083286e+01,-3.339617782603802709e+01,1.000000000000000000e+00
-3.546574789720500576e+01,-5.211074543282519045e+01,1.000000000000000000e+00
7.259900962527595425e+00,-3.359703544600701264e+01,1.000000000000000000e+00
-9.430501505099167048e+01,4.517720876843961264e+01,-1.000000000000000000e+00
-9.686953216161171554e+01,4.995979081849694126e+01,-1.000000000000000000e+00
4.082569225438811600e+01,-1.539079562222940467e+01,1.000000000000000000e+00
9.142029102132207186e+01,-2.333208204583650058e+01,1.000000000000000000e+00
9.204875090261663217e+01,2.794690692321024983e+01,1.000000000000000000e+00
-5.328129464197451171e+01,6.411566907143833305e+01,-1.000000000000000000e+00
2.129313274410868928e+01,9.914073861943202814e+01,-1.000000000000000000e+00
2.410506571434424927e+01,3.030452408925057739e+00,1.000000000000000000e+00
-1.866090541035030981e+01,-7.226128747756405346e+00,1.000000000000000000e+00
-2.524520565057827071e+00,-6.777492508669919857e+01,1.000000000000000000e+00
-3.314974761842053397e+01,7.242625472695627309e+01,-1.000000000000000000e+00
1.258168748312431262e+01,4.156488790406271505e+00,1.000000000000000000e+00
